header	line	kind	text
ps2vnc_services_imports.h	47	EXTERN	extern int startup_display_transaction_loaded;
ps2vnc_services_imports.h	48	EXTERN	extern volatile int system_menu_countdown_action;
ps2vnc_services_imports.h	49	EXTERN	extern volatile unsigned int system_menu_countdown_seconds;
ps2vnc_services_imports.h	50	EXTERN	extern volatile int system_menu_selection;
ps2vnc_services_imports.h	51	EXTERN	extern volatile int system_menu_status;
ps2vnc_services_imports.h	52	EXTERN	extern volatile int system_menu_visible;
ps2vnc_services_imports.h	53	EXTERN	extern volatile u64 system_refresh_cooldown_started_tick;
ps2vnc_services_imports.h	54	EXTERN	extern volatile int system_refresh_state;
ps2vnc_services_imports.h	56	PROTOTYPE	const ps2vnc_video_mode_t *display_menu_mode_at_selection( int selection);
ps2vnc_services_imports.h	57	PROTOTYPE	int display_menu_selection_for_mode( const ps2vnc_video_mode_t *mode);
ps2vnc_services_imports.h	58	PROTOTYPE	int ethGetNetIFLinkStatus(void);
ps2vnc_services_imports.h	59	PROTOTYPE	int flush_rfb_outgoing(int sock);
ps2vnc_services_imports.h	60	PROTOTYPE	unsigned short osk_color( unsigned int r5, unsigned int g5, unsigned int b5);
ps2vnc_services_imports.h	61	PROTOTYPE	void osk_draw_text_centered( int x, int y, int w, int h, const char *s, int scale, unsigned short color);
ps2vnc_services_imports.h	62	PROTOTYPE	void osk_fill_rect( int x, int y, int w, int h, unsigned short color);
ps2vnc_services_imports.h	63	PROTOTYPE	const unsigned char *osk_find_glyph(char c);
ps2vnc_services_imports.h	64	PROTOTYPE	int probe_extended_desktop_size( int sock, unsigned short *rfb_framebuffer, unsigned short *gs_framebuffer);
ps2vnc_services_imports.h	65	PROTOTYPE	unsigned int profile_ticks_us(u64 ticks);
ps2vnc_services_imports.h	66	PROTOTYPE	void ps2vnc_display_direct_write_cancel(void);
ps2vnc_services_imports.h	67	PROTOTYPE	float ps2vnc_display_output_x(float x);
ps2vnc_services_imports.h	68	PROTOTYPE	float ps2vnc_display_output_y(float y);
ps2vnc_services_imports.h	69	PROTOTYPE	int ps2vnc_display_publish_full_desktop( GSGLOBAL *gsGlobal, GSTEXTURE *tex, unsigned short *gs_framebuffer);
ps2vnc_services_imports.h	70	PROTOTYPE	unsigned int ps2vnc_hires_effective_width(void);
ps2vnc_services_imports.h	71	PROTOTYPE	int ps2vnc_hires_requires_raster_mapping(void);
ps2vnc_services_imports.h	72	PROTOTYPE	unsigned int ps2vnc_hires_storage_bytes(void);
ps2vnc_services_imports.h	73	PROTOTYPE	unsigned int ps2vnc_hires_storage_height(void);
ps2vnc_services_imports.h	74	PROTOTYPE	unsigned int ps2vnc_hires_storage_width(void);
ps2vnc_services_imports.h	75	PROTOTYPE	const ps2vnc_video_mode_t *ps2vnc_video_mode_by_name( const char *name);
ps2vnc_services_imports.h	76	PROTOTYPE	ps2vnc_backend_t ps2vnc_video_mode_default_backend( const ps2vnc_video_mode_t *mode);
ps2vnc_services_imports.h	77	PROTOTYPE	int publish_hires_background( GSGLOBAL *gsGlobal, GSTEXTURE *bg_tex, const unsigned short *gs_framebuffer);
ps2vnc_services_imports.h	78	PROTOTYPE	int receive_framebuffer_update( int sock, unsigned short *rfb_framebuffer, unsigned short *gs_framebuffer, int verbose, int require_full);
ps2vnc_services_imports.h	79	PROTOTYPE	int region_fits_u32( unsigned int x, unsigned int y, unsigned int w, unsigned int h, unsigned int bounds_width, unsigned int bounds_height);
ps2vnc_services_imports.h	80	PROTOTYPE	int request_and_confirm_desktop_size( int sock, unsigned short *rfb_framebuffer, unsigned short *gs_framebuffer, unsigned int width, unsigned int height);
ps2vnc_services_imports.h	81	PROTOTYPE	int request_framebuffer(int sock, int incremental);
ps2vnc_services_imports.h	82	PROTOTYPE	void reset_rfb_transport_state(void);
ps2vnc_services_imports.h	83	PROTOTYPE	int rfb_connect_and_handshake(void);
ps2vnc_services_imports.h	84	PROTOTYPE	int rfb_connect_and_handshake_limited( unsigned int max_width, unsigned int max_height);
ps2vnc_services_imports.h	85	PROTOTYPE	void screenf(const char *fmt, ...);
ps2vnc_services_imports.h	86	PROTOTYPE	int send_exact(int sock, const void *data, int len);
ps2vnc_services_imports.h	87	PROTOTYPE	int set_gs555_pixel_format(int sock);
ps2vnc_services_imports.h	88	PROTOTYPE	int set_live_encoding(int sock);
ps2vnc_services_imports.h	89	PROTOTYPE	int set_raw_encoding(int sock);
ps2vnc_services_imports.h	90	PROTOTYPE	int set_raw_extended_desktop_encoding(int sock);
ps2vnc_services_imports.h	94	PROTOTYPE	const ps2vnc_video_mode_t *display_menu_mode_at_selection( int selection);
ps2vnc_services_imports.h	95	PROTOTYPE	const unsigned char *osk_find_glyph(char c);
ps2vnc_services_imports.h	96	PROTOTYPE	const ps2vnc_video_mode_t *ps2vnc_video_mode_by_name( const char *name);
ps2vnc_services_imports.h	100	PROTOTYPE	int ps2vnc_video_mode_supports_backend( const ps2vnc_video_mode_t *mode, ps2vnc_backend_t backend);
ps2vnc_ui_core_to_tail.h	2	MACRO	#define PS2VNC_UI_CORE_TO_TAIL_H
ps2vnc_ui_core_to_tail.h	9	MACRO	#define DPAD_ACCEL_START_TICKS 60
ps2vnc_ui_core_to_tail.h	10	MACRO	#define DPAD_SCROLL_REPEAT_POLLS 5
ps2vnc_ui_core_to_tail.h	11	MACRO	#define RFB_SCROLL_DOWN 0x10
ps2vnc_ui_core_to_tail.h	12	MACRO	#define RFB_SCROLL_LEFT 0x20
ps2vnc_ui_core_to_tail.h	13	MACRO	#define RFB_SCROLL_RIGHT 0x40
ps2vnc_ui_core_to_tail.h	14	MACRO	#define RFB_SCROLL_UP 0x08
ps2vnc_ui_core_to_tail.h	16	EXTERN	extern int display_menu_move_horizontal_selection (int selection, int direction);
ps2vnc_ui_core_to_tail.h	17	EXTERN	extern int display_menu_move_vertical_selection (int selection, int direction);
ps2vnc_ui_core_to_tail.h	18	EXTERN	extern void display_menu_open_for_active (int parent_system);
ps2vnc_ui_core_to_tail.h	19	EXTERN	extern int dpad_hold_velocity_q8 (unsigned int hold_ticks);
ps2vnc_ui_core_to_tail.h	20	EXTERN	extern int osk_activate_selected (int sock);
ps2vnc_ui_core_to_tail.h	21	EXTERN	extern void osk_move_horizontal (int direction);
ps2vnc_ui_core_to_tail.h	22	EXTERN	extern void osk_move_vertical (int direction);
ps2vnc_ui_core_to_tail.h	23	EXTERN	extern int osk_send_key_with_modifiers (int sock, unsigned int keysym);
ps2vnc_ui_core_to_tail.h	24	EXTERN	extern unsigned char scroll_button_for_stick (unsigned char h, unsigned char v, int *magnitude);
ps2vnc_ui_core_to_tail.h	25	EXTERN	extern unsigned int scroll_repeat_delay (int magnitude);
ps2vnc_ui_core_to_tail.h	26	EXTERN	extern int send_scroll_pulse (int sock, unsigned char base_buttons, unsigned char scroll_button, int x, int y);
ps2vnc_ui_core_to_tail.h	27	EXTERN	extern int stick_velocity_q8 (unsigned char value);
ps2vnc_ui_core_to_tail.h	28	EXTERN	extern int wake_renderer_with_pointer_jiggle (int sock, int x, int y);
ps2vnc_ui_display_to_runtime.h	2	MACRO	#define PS2VNC_UI_DISPLAY_TO_RUNTIME_H
ps2vnc_ui_display_to_runtime.h	11	EXTERN	extern void controller_thread (void *arg);
ps2vnc_ui_to_display.h	2	MACRO	#define PS2VNC_UI_TO_DISPLAY_H
ps2vnc_ui_to_display.h	9	EXTERN	extern void display_menu_normalize_selection (void);
ps2vnc_ui_to_display.h	10	EXTERN	extern int display_menu_tab_for_mode (const ps2vnc_video_mode_t *mode);
ps2vnc_ui_to_display.h	11	EXTERN	extern void display_restore_ack_render_bitmap (void);
ps2vnc_ui_to_display.h	12	EXTERN	extern void display_confirm_render_bitmap (void);
ps2vnc_ui_to_display.h	13	EXTERN	extern void system_menu_render_bitmap (void);
ps2vnc_ui_to_display.h	14	EXTERN	extern void display_menu_render_bitmap (void);
